date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:49	23424/23424	---M--	200	added ('OK')	font/woff	date:Fri,%2021%20Sep%202018%2006:57:26%20GMT	https://www.equationsmedia.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/glyphicons-halflings-regular.woff	(from https://www.equationsmedia.com/css/bootstrap.css)
15:05:49	45404/45404	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Sep%202018%2006:57:24%20GMT	https://www.equationsmedia.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/glyphicons-halflings-regular.ttf	(from https://www.equationsmedia.com/css/bootstrap.css)
15:05:50	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Sep%202018%2006:57:18%20GMT	https://www.equationsmedia.com/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/fontawesome-webfont3e6e.eot	(from https://www.equationsmedia.com/css/font-awesome.css)
15:05:51	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Sep%202018%2006:57:24%20GMT	https://www.equationsmedia.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/glyphicons-halflings-regular.svg	(from https://www.equationsmedia.com/css/bootstrap.css)
15:05:51	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Sep%202018%2006:57:22%20GMT	https://www.equationsmedia.com/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/fontawesome-webfont3e6e.woff2	(from https://www.equationsmedia.com/css/font-awesome.css)
15:05:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Sep%202018%2006:57:18%20GMT	https://www.equationsmedia.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/fontawesome-webfontd41d.eot	(from https://www.equationsmedia.com/css/font-awesome.css)
15:05:52	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2021%20Sep%202018%2006:57:20%20GMT	https://www.equationsmedia.com/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/fontawesome-webfont3e6e.ttf	(from https://www.equationsmedia.com/css/font-awesome.css)
15:05:52	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2021%20Sep%202018%2006:57:21%20GMT	https://www.equationsmedia.com/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/fontawesome-webfont3e6e.woff	(from https://www.equationsmedia.com/css/font-awesome.css)
15:05:53	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Sep%202018%2006:57:19%20GMT	https://www.equationsmedia.com/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/fontawesome-webfont3e6e.svg	(from https://www.equationsmedia.com/css/font-awesome.css)
15:05:53	82200/82200	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:44%20GMT	https://www.equationsmedia.com/images/about-img/culture1.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture1.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:53	111782/111782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:50%20GMT	https://www.equationsmedia.com/images/about-img/culture3.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture3.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:53	149803/149803	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:41%20GMT	https://www.equationsmedia.com/images/about-img/about-us.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/about-us.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:53	59705/59705	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:49%20GMT	https://www.equationsmedia.com/images/about-img/culture4.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture4.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:54	101902/101902	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:51%20GMT	https://www.equationsmedia.com/images/about-img/culture5.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture5.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:54	94253/94253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:48%20GMT	https://www.equationsmedia.com/images/about-img/culture2.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture2.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:54	70197/70197	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:53%20GMT	https://www.equationsmedia.com/images/about-img/culture7.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture7.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:54	117000/117000	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:51%20GMT	https://www.equationsmedia.com/images/about-img/culture6.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/culture6.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:55	106335/106335	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:55%20GMT	https://www.equationsmedia.com/images/about-img/priyanka-profile.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/priyanka-profile.jpg	(from https://www.equationsmedia.com/about-us.html)
15:05:55	104987/104987	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:57%20GMT	https://www.equationsmedia.com/images/about-img/why-us.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/about-img/why-us.jpg	(from https://www.equationsmedia.com/about-us.html)
